23000, 209, 4125, 2125
23100, 208, 4167, 3542
23200, 208, 4166, 3958
23300, 167, 4125, 3125
23400, 166, 4208, 4083
23500, 167, 4208, 833
23600, 167, 4250, 4000
23700, 208, 4375, 708
23800, 542, 4417, 667
23900, 125, 4584, 2709
24000, 166, 4625, 2917
24100, 167, 4292, 1541
24200, 167, 4333, 416
24300, 208, 4333, 3958
24400, 1500, 4333, 1625
24500, 250, 5167, 2208
24600, 250, 4459, 1458
24700, 250, 4458, 3500
24800, 208, 4791, 3250
24900, 167, 4792, 3417
25000, 250, 4500, 1250
25100, 292, 4500, 2500
25200, 1916, 4750, 4167
25300, 250, 4709, 3667
25400, 208, 4583, 3542
25500, 250, 4542, 667
25600, 250, 4584, 3625
25700, 750, 4834, 3250
25800, 334, 4833, 1292
25900, 250, 4750, 3375
26000, 250, 4750, 3667
26100, 1625, 4917, 6959
26200, 250, 4958, 1458
26300, 250, 4708, 3083
26400, 3542, 4792, 541
26500, 208, 4875, 3291
26600, 208, 4834, 4542
26700, 166, 4834, 4208
26800, 208, 4833, 4708
26900, 500, 4833, 3416
27000, 208, 5208, 3000
27100, 2208, 5125, 4291
27200, 208, 5125, 1250
27300, 208, 4958, 2583
27400, 167, 4959, 4417
27500, 166, 4958, 2958
27600, 208, 4917, 4667
27700, 167, 5000, 2292
27800, 125, 4958, 4917
27900, 209, 5000, 4291
28000, 250, 4958, 2834
28100, 333, 5209, 2125
28200, 166, 5042, 2792
28300, 167, 5084, 4583
28400, 208, 5084, 1542
28500, 209, 5083, 4041
28600, 6250, 5250, 2458
28700, 167, 5416, 2625
28800, 208, 5208, 5125
28900, 167, 5750, 5250
29000, 5625, 5583, 6167
29100, 250, 6250, 1416
29200, 209, 5291, 2459
29300, 209, 5292, 1042
29400, 291, 5333, 2875
29500, 209, 5333, 3084
29600, 167, 5333, 5209
29700, 167, 5250, 5292
29800, 209, 5333, 459
29900, 2416, 5333, 6500
30000, 167, 5750, 2375
30100, 208, 5375, 3667
30200, 208, 5458, 833
30300, 167, 5417, 125
30400, 333, 5459, 4625
30500, 208, 5542, 3042
30600, 208, 5541, 875
30700, 208, 5709, 1833
30800, 5291, 5791, 9375
30900, 166, 6417, 5417
31000, 208, 5625, 2875
31100, 209, 5750, 1125
31200, 209, 6125, 167
31300, 208, 5667, 3666
31400, 167, 5750, 4583
31500, 208, 6250, 4792
31600, 792, 5916, 958
31700, 1125, 6625, 2250
31800, 209, 5916, 1250
31900, 250, 5834, 4625
32000, 250, 5958, 1791
32100, 209, 6083, 2084
32200, 833, 5917, 3041
32300, 292, 6375, 1375
32400, 208, 6000, 6125
32500, 1625, 6500, 6000
32600, 208, 6625, 5125
32700, 208, 6041, 3917
32800, 750, 6166, 3083
32900, 250, 6208, 4375
33000, 250, 6125, 2708
33100, 583, 6166, 3500
33200, 459, 6625, 6750
33300, 250, 6458, 917
33400, 208, 6834, 2083
33500, 209, 6208, 584
33600, 208, 6250, 5666
33700, 1583, 6375, 209
33800, 292, 6708, 6000
33900, 250, 6375, 3125
34000, 167, 6417, 6084
34100, 375, 6583, 4291
34200, 1667, 6334, 3083
34300, 250, 6708, 1250
34400, 209, 6542, 5625
34500, 209, 6666, 6375
34600, 250, 16167, 5458
34700, 250, 6834, 667
34800, 2458, 6541, 3875
34900, 166, 7750, 6500
35000, 292, 7041, 416
35100, 208, 7417, 6792
35200, 250, 7125, 291
35300, 209, 7417, 333
35400, 166, 15875, 2042
35500, 250, 19209, 5500
35600, 667, 8708, 5875
35700, 209, 6917, 5292
35800, 208, 7083, 2417
35900, 208, 6916, 4833
36000, 209, 6875, 7292
36100, 667, 8500, 6625
36200, 4583, 7708, 7041
36300, 1125, 7625, 5708
36400, 250, 7708, 2791
36500, 292, 7084, 1416
36600, 584, 7041, 1083
36700, 458, 7750, 5792
36800, 333, 7125, 2292
36900, 917, 7250, 708
37000, 917, 7667, 5834
37100, 250, 7208, 5084
37200, 250, 7250, 7208
37300, 208, 7000, 3750
37400, 166, 7125, 3708
37500, 208, 7125, 3291
37600, 875, 7125, 1083
37700, 417, 7583, 958
37800, 292, 7167, 3041
37900, 167, 7917, 83
38000, 1208, 7292, 5625
38100, 208, 8083, 4708
38200, 208, 7833, 1125
38300, 250, 7334, 1625
38400, 2333, 7709, 7250
38500, 292, 7792, 4042
38600, 625, 7500, 5875
38700, 250, 8084, 2125
38800, 292, 7375, 500
38900, 708, 7625, 7042
39000, 1083, 7417, 3583
39100, 1542, 8209, 4916
39200, 250, 7500, 4208
39300, 209, 7500, 250
39400, 542, 7750, 1834
39500, 209, 7459, 5333
39600, 250, 7375, 3500
39700, 6000, 7500, 9500
39800, 292, 8375, 417
39900, 333, 7625, 2833
40000, 208, 7584, 1791
40100, 208, 7542, 6042
40200, 625, 7416, 1584
40300, 416, 7584, 5917
40400, 49292, 38459, 41791
40500, 333, 7833, 833
40600, 3458, 8042, 959
40700, 167, 8375, 1042
40800, 250, 7792, 3584
40900, 250, 8042, 125
41000, 375, 8875, 1542
41100, 209, 7834, 5334
41200, 375, 8416, 4541
41300, 1625, 8042, 3917
41400, 291, 8083, 5500
41500, 1125, 8250, 6167
41600, 167, 8875, 5416
41700, 166, 8042, 5792
41800, 292, 7917, 625
41900, 417, 8084, 5333
42000, 209, 7875, 2709
42100, 209, 7916, 3583
42200, 292, 8333, 4166
42300, 1708, 7875, 6584
42400, 625, 9000, 7125
42500, 2333, 9333, 5500
42600, 209, 8125, 7625
42700, 625, 8542, 3083
42800, 750, 8083, 4250
42900, 750, 8792, 3000
43000, 625, 8292, 875
43100, 2334, 8042, 7084
43200, 209, 8500, 5667
43300, 250, 8125, 6042
43400, 625, 8292, 1750
43500, 250, 8250, 250
43600, 583, 8458, 5417
43700, 1000, 8208, 8291
43800, 208, 8333, 6250
43900, 209, 8875, 6625
44000, 2125, 8250, 375
44100, 250, 8500, 1625
44200, 166, 8292, 1417
44300, 2583, 8334, 7584
44400, 250, 9458, 625
44500, 750, 32292, 8042
44600, 209, 8833, 8292
44700, 250, 8292, 2917
44800, 167, 8250, 5458
44900, 3000, 8833, 833
45000, 291, 9041, 6583
45100, 292, 8875, 1250
45200, 666, 8500, 6375
45300, 208, 8459, 6667
45400, 250, 8542, 3167
45500, 1917, 9125, 8291
45600, 250, 8709, 4750
45700, 208, 8500, 6833
45800, 584, 8459, 8166
45900, 250, 8709, 2583
46000, 6083, 8375, 9708
46100, 250, 9541, 7458
46200, 250, 8625, 6500
46300, 209, 8625, 8417
46400, 208, 8583, 3250
46500, 167, 8542, 2250
46600, 2208, 9750, 3667
46700, 209, 8750, 7291
46800, 208, 8791, 1958
46900, 333, 9416, 6167
47000, 208, 8750, 6958
47100, 5833, 8792, 3500
47200, 291, 9667, 4417
47300, 334, 9125, 6334
47400, 208, 9458, 708
47500, 167, 8958, 4625
47600, 209, 8667, 1334
47700, 2333, 9083, 4792
47800, 292, 9083, 4375
47900, 625, 9167, 8625
48000, 208, 8958, 4958
48100, 500, 9708, 375
48200, 334, 9042, 6917
48300, 333, 10167, 8000
48400, 167, 9042, 7041
48500, 1334, 9084, 1292
48600, 208, 9375, 6916
48700, 2209, 9667, 542
48800, 458, 10500, 3625
48900, 208, 9417, 4416
49000, 292, 9500, 5417
49100, 292, 9083, 250
49200, 583, 9083, 584
49300, 541, 9542, 1542
49400, 1042, 9208, 6375
49500, 583, 9208, 4292
49600, 375, 9375, 7750
49700, 208, 9375, 8916
49800, 2041, 9875, 8500
49900, 208, 9375, 8208
50000, 709, 10000, 7333
50100, 208, 9458, 5375
50200, 250, 9375, 708
50300, 1791, 9417, 9917
50400, 167, 9542, 6834
50500, 166, 9375, 3542
50600, 583, 9417, 5667
50700, 208, 9458, 6208
50800, 2167, 9458, 10125
50900, 292, 10667, 2667
51000, 209, 9458, 1625
51100, 500, 9333, 6208
51200, 458, 9542, 2041
51300, 3250, 10500, 8625
51400, 375, 10083, 792
51500, 208, 9625, 2083
51600, 208, 9667, 2125
51700, 208, 9791, 2875
51800, 541, 9500, 12334
51900, 1709, 9875, 1417
52000, 709, 9708, 10167
52100, 208, 10583, 8083
52200, 250, 14541, 8667
52300, 1792, 9666, 6417
52400, 208, 10000, 3250
52500, 708, 18458, 6292
52600, 250, 9792, 5083
52700, 333, 9667, 2625
52800, 2709, 9666, 4333
52900, 208, 10209, 8333
53000, 250, 9792, 6834
53100, 666, 9875, 5750
53200, 292, 9875, 1708
53300, 1667, 10250, 9583
53400, 250, 9875, 3875
53500, 833, 9875, 3084
53600, 209, 10041, 5542
53700, 375, 10750, 83
53800, 250, 10959, 4125
53900, 208, 10375, 5625
54000, 208, 10042, 6417
54100, 167, 10000, 6334
54200, 208, 10000, 542
54300, 1625, 10583, 4875
54400, 208, 10667, 7791
54500, 208, 10000, 7083
54600, 209, 10125, 5084
54700, 3167, 10166, 2959
54800, 209, 10542, 9792
54900, 666, 10833, 2084
55000, 292, 10334, 3833
55100, 208, 10167, 9208
55200, 2125, 10250, 917
55300, 209, 10709, 5917
55400, 167, 10000, 3000
55500, 625, 10250, 125
55600, 709, 10333, 6125
55700, 209, 11334, 3375
55800, 209, 10792, 4375
55900, 1292, 10292, 6459
56000, 291, 11417, 750
56100, 584, 10375, 3959
56200, 542, 14500, 1500
56300, 208, 10375, 6958
56400, 250, 10375, 6375
56500, 209, 10458, 7833
56600, 416, 10875, 2000
56700, 417, 10708, 7708
56800, 167, 10541, 5291
56900, 209, 11167, 6416
57000, 5250, 10625, 3500
57100, 208, 11583, 584
57200, 1000, 10625, 5250
57300, 250, 10583, 9584
57400, 208, 10583, 7208
57500, 1833, 10959, 1333
57600, 48791, 42791, 36166
57700, 291, 10834, 4666
57800, 3458, 10625, 11500
57900, 334, 11750, 5375
58000, 250, 10750, 2083
58100, 708, 10583, 4459
58200, 334, 10834, 1167
58300, 2209, 10792, 6833
58400, 250, 10917, 5875
58500, 250, 11083, 10750
58600, 208, 10791, 10375
58700, 2083, 10833, 10417
58800, 1583, 11209, 6792
58900, 375, 11042, 500
59000, 291, 12208, 4708
59100, 250, 11000, 9000
59200, 2084, 10958, 2417
59300, 250, 11084, 3916
59400, 291, 11750, 6625
59500, 208, 10750, 10708
59600, 2667, 10750, 9166
59700, 250, 11250, 8959
59800, 334, 11000, 2458
59900, 250, 11583, 4708
60000, 375, 10875, 8916
60100, 1667, 11708, 7375
60200, 250, 11375, 7709
60300, 209, 10958, 7000
60400, 292, 11125, 7625
60500, 1542, 11917, 7625
60600, 167, 11167, 10250
60700, 209, 11458, 5292
60800, 292, 11583, 3667
60900, 583, 11125, 9625
61000, 1542, 11500, 1167
61100, 250, 11250, 9333
61200, 166, 12292, 8791
61300, 1875, 11167, 12125
61400, 209, 12208, 5208
61500, 208, 12042, 8000
61600, 209, 11542, 10792
61700, 208, 11042, 1541
61800, 375, 16292, 2167
61900, 250, 11459, 11208
62000, 333, 11666, 9167
62100, 208, 13375, 4375
62200, 375, 12291, 958
62300, 208, 11375, 1833
62400, 1625, 11459, 5292
62500, 333, 11458, 4791
62600, 2333, 12292, 6500
62700, 250, 11500, 11416
62800, 208, 11917, 5541
62900, 250, 12042, 2792
63000, 2834, 11458, 3625
63100, 208, 11958, 10958
63200, 292, 11583, 1042
63300, 375, 12834, 4625
63400, 2250, 11583, 8041
63500, 250, 11791, 9250
63600, 208, 11500, 9375
63700, 250, 11542, 2833
63800, 583, 11584, 10750
63900, 292, 11958, 6875
64000, 250, 11750, 20458
64100, 1500, 11875, 4042
64200, 3292, 11750, 1500
64300, 250, 12916, 9625
64400, 542, 11833, 7833
64500, 292, 11709, 8000
64600, 2375, 12125, 7042
64700, 250, 12250, 7708
64800, 167, 11791, 2917
64900, 250, 11791, 7708
65000, 2375, 11917, 10875
65100, 292, 11916, 1375
65200, 333, 11791, 3916
65300, 250, 12709, 7292
65400, 2375, 11791, 5542
65500, 1458, 11916, 8083
65600, 334, 12250, 3334
65700, 291, 11875, 2042
65800, 3250, 11958, 7417
65900, 292, 12500, 4375
66000, 625, 11875, 11958
66100, 292, 12250, 958
66200, 2083, 12584, 10500
66300, 250, 12333, 6750
66400, 583, 12084, 8167
66500, 292, 12166, 3083
66600, 2625, 12500, 8666
66700, 292, 12583, 4209
66800, 250, 12083, 5958
66900, 2500, 12500, 4125
67000, 625, 13167, 10583
67100, 542, 12291, 7750
67200, 208, 12167, 12125
67300, 7166, 12750, 2541
67400, 375, 14166, 6709
67500, 750, 13500, 2750
67600, 292, 12375, 3250
67700, 2542, 13666, 9125
67800, 458, 12458, 7291
67900, 250, 25458, 8416
68000, 10375, 12250, 10208
68100, 2292, 12833, 8667
68200, 291, 12584, 3333
68300, 250, 12209, 8084
68400, 1042, 12208, 3458
68500, 1000, 13375, 5542
68600, 334, 13125, 5709
68700, 708, 12542, 10875
68800, 542, 12542, 8333
68900, 1750, 12958, 8166
69000, 542, 13375, 1333
69100, 250, 12500, 2958
69200, 1875, 13083, 11958
69300, 584, 12708, 3709
69400, 3208, 13541, 8833
69500, 333, 12458, 3458
69600, 1875, 13375, 3334
69700, 250, 12833, 1208
69800, 10542, 12583, 3875
69900, 6750, 13500, 15625
70000, 667, 14042, 9667
70100, 292, 12917, 8125
70200, 709, 13708, 8041
70300, 2125, 13708, 5708
70400, 250, 13042, 2333
70500, 209, 12916, 6917
70600, 3542, 13083, 15625
70700, 55833, 50792, 50375
70800, 875, 13250, 8125
70900, 3667, 13000, 458
71000, 708, 14625, 1792
71100, 334, 13333, 5125
71200, 250, 12875, 11792
71300, 2333, 13708, 12167
71400, 250, 13208, 6125
71500, 583, 13041, 4791
71600, 1041, 13375, 8333
71700, 541, 16542, 5292
71800, 500, 13584, 11500
71900, 250, 13542, 11750
72000, 1375, 14292, 3666
72100, 250, 13250, 2458
72200, 917, 13208, 6666
72300, 1708, 13167, 19458
72400, 292, 14417, 3291
72500, 1417, 13084, 10583
72600, 292, 13208, 13125
72700, 500, 13791, 4084
72800, 1334, 13250, 3125
72900, 208, 13500, 10125
73000, 4791, 13166, 27958
73100, 209, 14542, 9292
73200, 250, 13541, 6375
73300, 708, 13250, 10667
73400, 2292, 14500, 6375
73500, 666, 14167, 2000
73600, 333, 14791, 5500
73700, 3292, 14875, 7000
73800, 250, 14667, 3167
73900, 250, 13500, 541
74000, 417, 13833, 458
74100, 1666, 15375, 4709
74200, 291, 14250, 3084
74300, 292, 13791, 3042
74400, 792, 13417, 625
74500, 667, 13708, 3375
74600, 542, 14167, 4708
74700, 6000, 13500, 18417
74800, 542, 24875, 7500
74900, 250, 13583, 7750
75000, 750, 13625, 4959
75100, 2667, 14084, 583
75200, 250, 14083, 7417
75300, 333, 15542, 13958
75400, 3208, 14000, 3750
75500, 625, 13958, 8875
75600, 250, 13792, 10583
75700, 1083, 14292, 2458
75800, 291, 13708, 6500
75900, 1084, 13583, 8416
76000, 250, 13791, 8833
76100, 3083, 14792, 8584
76200, 834, 14208, 833
76300, 584, 14000, 4208
76400, 2625, 13916, 13583
76500, 292, 14250, 3000
76600, 583, 13833, 1792
76700, 3167, 13833, 4625
76800, 625, 16583, 4375
76900, 333, 13875, 4625
77000, 2417, 13833, 1709
77100, 250, 15958, 11792
77200, 625, 14459, 541
77300, 375, 14084, 4334
77400, 2292, 15042, 3500
77500, 291, 14750, 11834
77600, 334, 14208, 6125
77700, 2792, 14042, 7167
77800, 291, 14417, 5250
77900, 250, 14709, 1625
78000, 2459, 13916, 5958
78100, 250, 14417, 7334
78200, 292, 14417, 708
78300, 500, 15084, 12500
78400, 542, 15416, 4708
78500, 1125, 15833, 8500
78600, 459, 14542, 83375
78700, 583, 16208, 6750
78800, 250, 14459, 1959
78900, 291, 14250, 10250
79000, 459, 15083, 12375
79100, 250, 14167, 4041
79200, 333, 16708, 7458
79300, 500, 14125, 5875
79400, 250, 14166, 4417
79500, 291, 14792, 5917
79600, 3291, 14291, 3292
79700, 250, 15125, 14000
79800, 417, 14333, 542
79900, 6167, 14166, 11875
80000, 250, 16084, 5292
80100, 542, 14417, 8084
80200, 875, 14542, 17792
80300, 417, 17833, 3709
80400, 250, 14542, 875
80500, 500, 15041, 12584
80600, 1458, 14459, 5042
80700, 333, 14458, 5667
80800, 250, 16250, 12916
80900, 2250, 15625, 6875
81000, 291, 16042, 5292
81100, 250, 14584, 13416
81200, 2167, 15042, 12958
81300, 292, 14625, 8083
81400, 250, 14542, 10625
81500, 2833, 14583, 9458
81600, 250, 15042, 10959
81700, 292, 16500, 1291
81800, 76458, 52208, 47875
81900, 292, 15125, 5500
82000, 333, 14958, 11375
82100, 2125, 16042, 3375
82200, 375, 15542, 1958
82300, 250, 14792, 9542
82400, 2333, 15375, 13583
82500, 209, 16458, 12667
82600, 209, 14875, 9500
82700, 1750, 15416, 958
82800, 250, 15167, 3917
82900, 292, 15125, 1375
83000, 875, 14792, 2917
83100, 1958, 14875, 1291
83200, 291, 16125, 1667
83300, 2167, 15917, 10417
83400, 250, 15125, 1583
83500, 208, 15084, 14625
83600, 708, 15166, 5125
83700, 417, 18083, 3334
83800, 166, 15042, 375
83900, 2125, 15084, 7750
84000, 292, 15250, 3625
84100, 291, 14916, 3583
84200, 333, 15084, 12541
84300, 250, 15541, 5542
84400, 542, 15625, 12666
84500, 1792, 15417, 10916
84600, 292, 16125, 14875
84700, 625, 17708, 12167
84800, 2875, 15292, 500
84900, 208, 15625, 125
85000, 208, 15500, 667
85100, 2792, 15292, 13583
85200, 292, 16875, 4625
85300, 292, 17000, 11250
85400, 2292, 15959, 11000
85500, 750, 15667, 12166
85600, 334, 15500, 3334
85700, 2625, 15500, 4459
85800, 333, 16084, 6500
85900, 500, 15375, 15208
86000, 2375, 16125, 13208
86100, 292, 15666, 8250
86200, 250, 16000, 14500
86300, 2500, 16834, 6334
86400, 292, 15916, 9625
86500, 250, 15584, 9625
86600, 375, 17000, 2334
86700, 333, 15417, 6417
86800, 542, 15542, 8625
86900, 375, 22750, 14834
87000, 291, 15791, 2292
87100, 4833, 15625, 19709
87200, 208, 17166, 12584
87300, 250, 15583, 334
87400, 958, 17042, 13458
87500, 209, 17208, 15416
87600, 500, 15583, 6750
87700, 3459, 16000, 6125
87800, 334, 16125, 3209
87900, 209, 16084, 4084
88000, 375, 15875, 14084
88100, 500, 16584, 10833
88200, 292, 17584, 7500
88300, 2875, 15833, 16000
88400, 583, 16167, 1792
88500, 250, 16000, 3667
88600, 1625, 16375, 14709
88700, 209, 16083, 12209
88800, 750, 15959, 12375
88900, 1541, 16834, 10333
89000, 292, 15958, 6584
89100, 500, 15917, 7875
89200, 333, 20458, 11583
89300, 333, 16084, 9417
89400, 1333, 16084, 9084
89500, 1834, 16459, 11708
89600, 292, 16042, 4500
89700, 3667, 16250, 4000
89800, 291, 16583, 14917
89900, 208, 16417, 12917
90000, 2834, 16583, 12708
90100, 250, 16584, 2667
90200, 459, 16291, 14125
90300, 2083, 17417, 2750
90400, 291, 16500, 14833
90500, 292, 16042, 14750
90600, 292, 17625, 15666
90700, 208, 16209, 13417
90800, 542, 16167, 12208
90900, 1625, 17208, 3334
91000, 250, 16750, 9917
91100, 2125, 16375, 13125
91200, 250, 17042, 5209
91300, 209, 16625, 3500
91400, 2375, 16209, 2125
91500, 51583, 52792, 45375
91600, 1875, 16958, 6750
91700, 292, 17334, 10750
91800, 917, 16375, 6000
91900, 2208, 17834, 12708
92000, 208, 16709, 12166
92100, 250, 16583, 16125
92200, 1958, 17375, 13417
92300, 333, 16584, 6667
92400, 625, 16791, 1459
92500, 500, 22000, 5708
92600, 292, 18041, 12584
92700, 1791, 16917, 16333
92800, 292, 17416, 8333
92900, 541, 16708, 15083
93000, 1416, 17500, 15000
93100, 334, 16792, 2458
93200, 500, 16792, 18750
93300, 292, 20708, 7291
93400, 250, 16792, 4708
93500, 1042, 16709, 7458
93600, 1459, 17167, 13166
93700, 250, 18209, 13500
93800, 2917, 17125, 6458
93900, 333, 17291, 8958
94000, 333, 16917, 1041
94100, 708, 24250, 6375
94200, 750, 16959, 15209
94300, 1792, 17542, 10292
94400, 208, 18625, 208
94500, 1333, 17334, 15417
94600, 416, 17041, 16458
94700, 208, 17334, 15666
94800, 416, 17000, 13208
94900, 333, 23000, 5667
95000, 375, 17166, 2667
95100, 2958, 17083, 458
95200, 417, 17584, 16708
95300, 250, 17125, 2834
95400, 2750, 17209, 3625
95500, 292, 17791, 9208
95600, 2292, 17250, 2708
95700, 375, 20041, 15708
95800, 250, 17208, 417
95900, 1500, 19625, 3833
96000, 209, 18000, 14083
96100, 292, 17292, 6959
96200, 2625, 17250, 15208
96300, 250, 17416, 16459
96400, 2958, 17250, 4667
96500, 250, 18000, 3375
96600, 250, 17250, 15916
96700, 2708, 17250, 3250
96800, 250, 18000, 13625
96900, 4125, 17792, 14208
97000, 583, 20500, 1958
97100, 291, 17459, 11375
97200, 2500, 19000, 17708
97300, 250, 17875, 1959
97400, 333, 17542, 17958
97500, 625, 19250, 3584
97600, 1334, 18125, 15000
97700, 2792, 17875, 9042
97800, 333, 17708, 11542
97900, 250, 17583, 16459
98000, 458, 18333, 17709
98100, 291, 18000, 16667
98200, 2458, 17584, 13166
98300, 292, 19375, 13750
98400, 500, 20584, 4458
98500, 2792, 17916, 12500
98600, 291, 18334, 2500
98700, 4791, 18292, 27208
98800, 250, 18250, 2500
98900, 250, 19375, 5542
99000, 5625, 17833, 5250
